Id,furniture,type,url,rate,delivery,sale,price
1338,In Home Sofa Bed - 260x190 cm + Pouf - 40x40 cm + 3 Cushions,In Home Sofa Bed      x    cm   Pouf     x   cm     Cushions,https://www.jumia.com.eg//ar/in-home-sofa-bed-260x190-cm-pouf-40x40-cm-3-cushions-23911536.html,0.0,172.14,0%,4500.0
1339,Universal Heavy Duty Metal Bearing Rotating Swivel Turntable Plate TV Rack Desk Lazy Susan Square 3 Inch CUI,Universal Heavy Duty Metal Bearing Rotating Swivel Turntable Plate TV Rack Desk Lazy Susan Square   Inch CUI,https://www.jumia.com.eg//ar/universal-heavy-duty-metal-bearing-rotating-swivel-turntable-plate-tv-rack-desk-lazy-susan-square-3-inch-cui-15717547.html,0.0,640.56,20%,1582.0
1340,Wall Mounted Folding Desk  120 X 60 Cm Beige X GRAY,Wall Mounted Folding Desk      X    Cm Beige X GRAY,https://www.jumia.com.eg//ar/generic-wall-mounted-folding-desk-120-x-60-cm-beige-x-gray-27645429.html,0.0,52.44,17%,1050.0
1341,Comfortable high back medical chair for sitting to manage,Modern Home,https://www.jumia.com.eg//ar/generic-mash-high-back-hydraulic-wheel-chair-hi-quality-38005397.html,0.0,52.44,0%,9465.0
1342,Wooden desk with open shelves,Modern Home,https://www.jumia.com.eg//ar/generic-modern-desk-with-open-shelves-6075120cm-32777630.html,0.0,52.44,0%,2999.0
1343,TV desk cm brown in white,Marfy Touch,https://www.jumia.com.eg//ar/marfy-touch-modern-t.v-unit-1805040-cm-brownwhite-16473348.html,5.0,52.44,30%,7000.0
1344,OR L432 Delicate Embroidery Cross Stitch Kit Diamond Painting Home Decoration colorful,OR L    Delicate Embroidery Cross Stitch Kit Diamond Painting Home Decoration colorful,https://www.jumia.com.eg//ar/generic-or-l432-delicate-embroidery-cross-stitch-kit-diamond-painting-home-decoration-colorful-16400110.html,0.0,115.71,68%,527.0
1345,Cupboard Cabinet Drawer Lion Head Ring Pull Knob Handle 5,Cupboard Cabinet Drawer Lion Head Ring Pull Knob Handle,https://www.jumia.com.eg//ar/generic-cupboard-cabinet-drawer-lion-head-ring-pull-knob-handle-5-31101626.html,0.0,82.61,50%,388.0
1346,Light beige bed in gray,Hub Furniture,https://www.jumia.com.eg//ar/hub-furniture-energy-bed-120-cm-in-light-beige-and-grey-30903146.html,0.0,172.14,0%,11000.0
1347,OR 30X40cm Charm Flower Landscape Pattern Diamond Cross Painting Decoration multi-color mixed,OR   X  cm Charm Flower Landscape Pattern Diamond Cross Painting Decoration multi color mixed,https://www.jumia.com.eg//ar/generic-or-30x40cm-charm-flower-landscape-pattern-diamond-cross-painting-decoration-multi-color-mixed-16397408.html,0.0,105.35,68%,443.0
1348,Modern manager chair,Modern Home,https://www.jumia.com.eg//ar/jent-modern-manager-chair-22704715.html,0.0,52.44,10%,2700.0
1349,Sofa bed,Arikaty,https://www.jumia.com.eg//ar/arikaty-sofa-bed-new-sahara-gray-22748514.html,0.0,172.14,23%,5999.0
1350,Basic cm office,Artistico,https://www.jumia.com.eg//ar/artistico-free-basic-desk-120-cm-17936479.html,3.7,52.44,8%,4000.0
1351,Homztown Kids Beanbag Blue,Homztown Kids Beanbag Blue,https://www.jumia.com.eg//ar/homztown-kids-beanbag-blue-23551086.html,0.0,52.44,44%,750.0
1352,", , , ",Patio Furniture Covers  Outdoor Waterproof Furniture Cover   Universal Outside Table and Chair Covers  Furniture Cover B,https://www.jumia.com.eg//ar/generic-patio-furniture-covers-outdoor-waterproof-furniture-cover-universal-outside-table-and-chair-covers-furniture-cover-b-34683235.html,0.0,468.16,48%,2360.54
1353,Elegant Modern Style Table - Beige,Elegant Modern Style Table   Beige,https://www.jumia.com.eg//ar/generic-elegant-modern-style-table-beige-29865518.html,0.0,172.14,0%,2000.0
1354,Adhesive wheels to facilitate moving furniture,Modern Home,https://www.jumia.com.eg//ar/generic-adhesive-wheels-to-make-it-easier-to-move-furniture-4pcs-33844547.html,0.0,52.44,59%,160.0
1355,Gray sofa bed,In Home,https://www.jumia.com.eg//ar/in-home-sofa-bed-120190-cm-burgundyblack-23617363.html,0.0,172.14,0%,3000.0
1356,Cloud memory foam mattress (medical),CIREM,https://www.jumia.com.eg//ar/cirem-cloud-memory-foam-mattress-medical-40155991.html,0.0,172.14,10%,19895.0
1357,Sofa Bed,Rango,https://www.jumia.com.eg//ar/rango-sofa-bed-super-22454215.html,0.0,172.14,13%,4000.0
1358,Homztown Large Beanbag Red,Homztown Large Beanbag Red,https://www.jumia.com.eg//ar/homztown-large-beanbag-red-23110180.html,0.0,52.44,37%,1150.0
1359,Dot bean bag,Homztown,https://www.jumia.com.eg//ar/homztown-dot-beanbag-red-24250286.html,5.0,52.44,0%,270.0
1360,"Outdoor Aluminum Alloy Camping Folding Table Portable Mini Table Barbecue Coffee Table Super Light Camping Table,Silver",Outdoor Aluminum Alloy Camping Folding Table Portable Mini Table Barbecue Coffee Table Super Light Camping Table Silver,https://www.jumia.com.eg//ar/generic-outdoor-aluminum-alloy-camping-folding-table-portable-mini-table-barbecue-coffee-table-super-light-camping-tablesilver-36040241.html,0.0,238.11,35%,952.2
1361,"Formula Dispenser, Non-Spill Baby Milk Powder Dispenser and Snack Cup, Baby Food Storage Container (Yellow)",Formula Dispenser  Non Spill Baby Milk Powder Dispenser and Snack Cup  Baby Food Storage Container  Yellow,https://www.jumia.com.eg//ar/generic-formula-dispenser-non-spill-baby-milk-powder-dispenser-and-snack-cup-baby-food-storage-container-yellow-31226183.html,0.0,87.15,48%,179.29
1362,Sedra Rabbit PVC Kids Buff - Blue,Sedra Rabbit PVC Kids Buff   Blue,https://www.jumia.com.eg//ar/sedra-rabbit-pvc-kids-puff-blue-704812.html,0.0,52.44,0%,500.0
1363,Red plastic baby chair,Modern Home,https://www.jumia.com.eg//ar/generic-children-plastic-chair-4832-cm-33717286.html,0.0,52.44,12%,220.0
1364,Homztown Lounge Yellow,Homztown Lounge Yellow,https://www.jumia.com.eg//ar/homztown-lounge-yellow-23551123.html,0.0,52.44,35%,1850.0
1365,Drawer unit,Artistico,https://www.jumia.com.eg//ar/artistico-movable-office-drawer-60-cm-19200279.html,5.0,172.14,15%,4000.0
1366,Beige sofa bed,Modern Home,https://www.jumia.com.eg//ar/big-storage-sofa-bed-from-big-gray-22451631.html,0.0,172.14,10%,5000.0
1367,Habitat (Contract),Habitat,https://www.jumia.com.eg//ar/habitat-contract-pocket-spring-mattress-150x195-height-26cm-33193822.html,0.0,172.14,0%,4842.0
1368,Plastic children's chair,El Helal W El Negma,https://www.jumia.com.eg//ar/el-helal-w-el-negma-children-plastic-chair-purple-28222192.html,0.0,52.44,0%,230.0
1369,"Side table, oriental design, for the month of Ramadan ",Modern Home,https://www.jumia.com.eg//ar/generic-for-mothers-day-ramdan-oriental-side-table-404050-cm-38432807.html,0.0,172.14,11%,1800.0
1370,OR Magic DIY Handmade Diamond Painting Embroidery Cross Stitch Wall Decor Bear 243#,OR Magic DIY Handmade Diamond Painting Embroidery Cross Stitch Wall Decor Bear,https://www.jumia.com.eg//ar/generic-or-magic-diy-handmade-diamond-painting-embroidery-cross-stitch-wall-decor-bear-243-16401016.html,0.0,95.36,68%,362.0
1371,Plastic Chair Folding Scissors - White,Plastic Chair Folding Scissors   White,https://www.jumia.com.eg//ar/generic-plastic-chair-folding-scissors-white-28072102.html,0.0,52.44,28%,555.0
1372,Modern TV Stand And Media Console - White,Modern TV Stand And Media Console   White,https://www.jumia.com.eg//ar/generic-modern-tv-stand-and-media-console-white-37663222.html,0.0,52.44,47%,1900.0
1373,"A unit for books, decorations, and accessories with multiple shelves ",General,https://www.jumia.com.eg//ar/general-unit-for-booksdecorations-and-accessories-with-multiple-shelves-white-38468527.html,0.0,52.44,40%,1500.0
1374,Artistico Office Cabinet - 60 Cm,Artistico Office Cabinet      Cm,https://www.jumia.com.eg//ar/artistico-office-cabinet-60-cm-18023731.html,5.0,172.14,12%,4500.0
1375,50 Pcs Plastic Cork Board Safety Colored Push Pins,Pcs Plastic Cork Board Safety Colored Push Pins,https://www.jumia.com.eg//ar/generic-50-pcs-plastic-cork-board-safety-colored-push-pins-33658549.html,0.0,39.32,47%,145.0
1376,Milano mattress with a bed,Global,https://www.jumia.com.eg//ar/global-milano-bed-mattress-width-170-height-28-cm-29535491.html,0.0,172.14,0%,4780.0
1377,In Home كنبة- سرير- 120×190سم - موف,In Home,https://www.jumia.com.eg//ar/in-home-bed-sofa-120-190-cm-purple-23911542.html,0.0,172.14,0%,3000.0
1378,"Bambino desk for children, plastic, suitable for both sexes",El Helal W El Negma,https://www.jumia.com.eg//ar/el-helal-w-el-negma-childrens-desk-table-bambino-pink-27276865.html,0.0,10.83,0%,420.0
1379,"Modern capton bed, cm wood",Modern Home,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-120195-cm-36808490.html,0.0,172.14,0%,4000.0
1380,With Platforms Disc Swings Seat Kids Playground,With Platforms Disc Swings Seat Kids Playground,https://www.jumia.com.eg//ar/generic-with-platforms-disc-swings-seat-kids-playground-34486885.html,0.0,373.52,49%,1692.15
1381,OR Pregnancy Waistband Belt Adjustable Elastic Waist Extender Pants For Pregnant black,OR Pregnancy Waistband Belt Adjustable Elastic Waist Extender Pants For Pregnant black,https://www.jumia.com.eg//ar/generic-or-pregnancy-waistband-belt-adjustable-elastic-waist-extender-pants-for-pregnant-black-16400714.html,0.0,74.64,69%,194.0
1382,Large LCD Writing Board 16 Inches with 2 Delete Keys and,Large LCD Writing Board    Inches with   Delete Keys and,https://www.jumia.com.eg//ar/generic-large-lcd-writing-board-16-inches-with-2-delete-keys-and-32653169.html,0.0,339.39,50%,1776.0
1383,Hygienic toilet seat natural color,Modern Home,https://www.jumia.com.eg//ar/generic-healthy-natural-color-toilet-squatty-potty-for-bathroom-34437146.html,0.0,52.44,38%,800.0
1384,Bean Togo Grand Bean Bag Waterproof,Bean GO,https://www.jumia.com.eg//ar/bean2go-grand-pvc-beanbag-by-bean2go-pink-31837870.html,0.0,52.44,0%,1250.0
1385,Waterproof Pear Bean Bag,Penguin,https://www.jumia.com.eg//ar/penguin-pear-bean-bag-waterproof-9580-cm-apple-green-40314688.html,0.0,52.44,0%,699.0
1386,Corner bed x. cm,Arikaty,https://www.jumia.com.eg//ar/arikaty-corner-bed-2.80180-cm-purplegray-22716056.html,0.0,172.14,10%,6999.0
1387,Bean Togo Standard Bean Bag Waterproof,Bean GO,https://www.jumia.com.eg//ar/standard-pvc-beanbag-by-bean2go-orange-bean2go-mpg893056.html,0.0,52.44,0%,850.0
1388,Primo Sofa Bed,Rango,https://www.jumia.com.eg//ar/rango-primo-sofa-bed-dark-blue-21290946.html,5.0,172.14,17%,6000.0
1389,Furniture holder and mover,General,https://www.jumia.com.eg//ar/general-furniture-lifter-and-mover-5-pieces-37664183.html,0.0,52.44,23%,200.0
1390,BBQ Grill Cover Waterproof Dustproof BBQ Cover Outdoor Garden Barbecue Accessories Protection Cover,Modern Home,https://www.jumia.com.eg//ar/generic-bbq-grill-cover-waterproof-anti-dust-duty-patio-outdoor-garden-barbecue-cover-protective-case-grill-accessories-40267721.html,0.0,336.48,49%,1504.0
1391,Queen bean bag burgundy leather,Homztown,https://www.jumia.com.eg//ar/homztown-queen-bean-bag-leather-burgundy-23551145.html,0.0,52.44,30%,1950.0
1392,Medical hemorrhoid seat cushion for hemorrhoid pain,Modern Home,https://www.jumia.com.eg//ar/ht-hemorrhoid-medical-seat-cushion-for-hemorrhoid-pain-27263722.html,0.0,52.44,10%,374.0
1393,Homztown Large Beanbag Purple,Homztown Large Beanbag Purple,https://www.jumia.com.eg//ar/homztown-large-beanbag-purple-23110184.html,0.0,52.44,37%,1150.0
1394,Footstool Cover Replacement,Footstool Cover Replacement,https://www.jumia.com.eg//ar/generic-cotton-round-stool-cover-slipcover-protection-for-green-dark-28x18cm-28986153.html,0.0,242.07,23%,246.0
1395,Small Puff Puff Bean Bag,Ariika,https://www.jumia.com.eg//ar/ariika-small-puff-puff-kids-beanbag-23133724.html,0.0,52.44,15%,920.0
1396,"Galaxy dining room chair, green color, designed by Art House Furniture",Art House,https://www.jumia.com.eg//ar/art-house-galaxy-dining-set-3-chair-by-art-house-furniture-green-36515711.html,0.0,52.44,36%,24849.0
1397,Habitat (Heaven),Habitat,https://www.jumia.com.eg//ar/habitat-heaven-pocket-coil-mattress-memory-foam-height-28cm-32777625.html,0.0,172.14,0%,12200.0
1398,Beige classic sofa bed,Modern Home,https://www.jumia.com.eg//ar/big-classic-sofa-bed-from-big-maroon-22451650.html,0.0,172.14,28%,4000.0
1399,Rattan salon set,Modern Home,https://www.jumia.com.eg//ar/generic-outdoor-rattan-sofa-set-4-pcs-21438930.html,0.0,172.14,0%,3500.0
1400,Corner bed,Arikaty,https://www.jumia.com.eg//ar/arikaty-corner-bed-22735017.html,0.0,172.14,13%,5999.0
1401,Habitat (Heaven),Habitat,https://www.jumia.com.eg//ar/habitat-heaven-pocket-coil-mattress-memory-foam-height-28cm-32777625.html,0.0,172.14,0%,12200.0
1402,Beige classic sofa bed,Modern Home,https://www.jumia.com.eg//ar/big-classic-sofa-bed-from-big-maroon-22451650.html,0.0,172.14,28%,4000.0
1403,Rattan salon set,Modern Home,https://www.jumia.com.eg//ar/generic-outdoor-rattan-sofa-set-4-pcs-21438930.html,0.0,172.14,0%,3500.0
1404,Corner bed,Arikaty,https://www.jumia.com.eg//ar/arikaty-corner-bed-22735017.html,0.0,172.14,13%,5999.0
1405,2 Pieces Rubber Gasket Sealing Ring Pressure Cookers 28cm,Pieces Rubber Gasket Sealing Ring Pressure Cookers   cm,https://www.jumia.com.eg//ar/generic-2-pieces-rubber-gasket-sealing-ring-pressure-cookers-28cm-37618146.html,0.0,136.15,50%,452.48
1406,Bed corner,Rango,https://www.jumia.com.eg//ar/rango-corner-bed-260190-cm-purple-16810088.html,3.0,172.14,8%,6000.0
1407,Home gallery wall shelf white color,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-wall-shelf-80x42-cm-white-28016692.html,0.0,52.44,17%,588.0
1408,Safir Beach Table,Safeer,https://www.jumia.com.eg//ar/safeer-beach-table-folding-table-plastic-leg-beigecafe-41341739.html,0.0,172.14,0%,275.0
1409,Black buffet from the first Lajshari,General,https://www.jumia.com.eg//ar/general-all-luxury-buffet-black1409040-33886004.html,0.0,52.44,14%,7000.0
1410,OR Religion Painting Handmade Diamond Indoor Wall Embroidery Decor J-8 Multicolor,OR Religion Painting Handmade Diamond Indoor Wall Embroidery Decor J   Multicolor,https://www.jumia.com.eg//ar/generic-or-religion-painting-handmade-diamond-indoor-wall-embroidery-decor-j-8-multicolor-16398321.html,0.0,101.65,68%,413.0
1411,Multifunctional Lap Desk Holder Computer Table For,Multifunctional Lap Desk Holder Computer Table For,https://www.jumia.com.eg//ar/generic-multifunctional-lap-desk-holder-computer-table-for-34478958.html,0.0,333.85,48%,1452.56
1412,Wall Mounted Folding Desk x cm Black,Modern Home,https://www.jumia.com.eg//ar/generic-wall-mounted-folding-desk-60-x-40-cm-black-26929237.html,0.0,22.23,17%,540.0
1413,Wall Mounted Shower Seat Bathroom Shower Folding Seat,Wall Mounted Shower Seat Bathroom Shower Folding Seat,https://www.jumia.com.eg//ar/generic-wall-mounted-shower-seat-bathroom-shower-folding-seat-36830234.html,0.0,985.34,49%,4916.46
1414,"Mora mattress, ten years guarantee, size is high",Modern Home,https://www.jumia.com.eg//ar/generic-mattress-width-100-length-195-high-30-24333666.html,0.0,172.14,26%,3488.0
1415,Rango Romantic Chair - 45×160 Cm - Red,Rango Romantic Chair          Cm   Red,https://www.jumia.com.eg//ar/rango-romantic-chair-45160-cm-red-20762011.html,0.0,172.14,17%,3000.0
1416,Large waterproof bean bag,Homztown,https://www.jumia.com.eg//ar/homztown-large-waterproof-beanbag-23447224.html,0.0,52.44,36%,950.0
1417,Wall-Mounted Bathroom Shelf Organizer For Bathroom,Wall Mounted Bathroom Shelf Organizer For Bathroom,https://www.jumia.com.eg//ar/generic-wall-mounted-bathroom-shelf-organizer-for-bathroom-36611787.html,0.0,396.17,44%,1672.0
1418,Modern sofa table,Marfy Touch,https://www.jumia.com.eg//ar/marfy-touch-modern-living-room-table-1206030-cm-brown-22693991.html,0.0,172.14,40%,4500.0
1419,Glass bar table,Modern Home,https://www.jumia.com.eg//ar/generic-glass-bar-table-24750040.html,0.0,52.44,0%,3950.0
1420,Habitat (Heaven),Habitat,https://www.jumia.com.eg//ar/habitat-heaven-pocket-coil-mattress-memory-foam-height-28cm-33193806.html,0.0,172.14,0%,11000.0
1421,OR Cross Stitch Full Diamond Embroidery Painting L178 colorful,OR Cross Stitch Full Diamond Embroidery Painting L    colorful,https://www.jumia.com.eg//ar/generic-or-cross-stitch-full-diamond-embroidery-painting-l178-colorful-16400146.html,0.0,113.12,68%,506.0
1422,Italian black office chair,Modern Home,https://www.jumia.com.eg//ar/generic-office-chair-black-28305081.html,0.0,52.44,0%,888.0
1423,Carmen Round Table Red,El Helal W El Negma,https://www.jumia.com.eg//ar/el-helal-w-el-negma-carmen-round-table-60-cm-red-22829373.html,0.0,172.14,0%,490.0
1424,Wall Mounted Folding Desk x cm Brown,Modern Home,https://www.jumia.com.eg//ar/generic-wall-mounted-folding-desk-60-x-40-cm-brown-26929425.html,0.0,52.44,17%,540.0
1425,Modern natural wood coffee table,TheWoodenArt,https://www.jumia.com.eg//ar/thewoodenart-modern-coffee-table-natural-wood-22976400.html,0.0,172.14,0%,6000.0
1426,Mooncake Mold Cookie Cutter With 4 Ingot Stamps Hand Press,Mooncake Mold Cookie Cutter With   Ingot Stamps Hand Press,https://www.jumia.com.eg//ar/generic-mooncake-mold-cookie-cutter-with-4-ingot-stamps-hand-press-37669694.html,0.0,139.35,50%,469.76
1427,Baby bed beech wood extendable two levels,Modern Home,https://www.jumia.com.eg//ar/generic-baby-white-wooden-bed-38876239.html,0.0,172.14,0%,3300.0
1428,Scalta plastic ladder chair is multi,El Helal W El Negma,https://www.jumia.com.eg//ar/el-helal-w-el-negma-plastic-step-up-scaletta-ladder-chair-for-home-multipurpose-39530400.html,0.0,52.44,0%,303.0
1429,Bean Togo Standard Bean Bag Waterproof,Bean GO,https://www.jumia.com.eg//ar/bean2go-standard-pvc-beanbag-by-bean2go-lime-green-23513441.html,0.0,52.44,0%,850.0
1430,10 Pcs Black Rubber Oil Seal O Shaped Rings Seal Washers 8,Pcs Black Rubber Oil Seal O Shaped Rings Seal Washers,https://www.jumia.com.eg//ar/generic-10-pcs-black-rubber-oil-seal-o-shaped-rings-seal-washers-8-33613105.html,0.0,59.09,47%,33.77
1431,Rango Corner Bed - 260x190 cm - Brown,Rango Corner Bed      x    cm   Brown,https://www.jumia.com.eg//ar/corner-bed-260x190-cm-brown-rango-mpg707977.html,0.0,172.14,3%,5500.0
1432,Red and white leather gaming chair,Modern Home,https://www.jumia.com.eg//ar/generic-furgle-gaming-chair-whitered-30321012.html,0.0,52.44,11%,14000.0
1433,Folding wooden desk,General                         x,https://www.jumia.com.eg//ar/general-wooden-foldable-office-desk-80x40-cm-black-38828003.html,0.0,52.44,53%,750.0
1434,Mega Relax Perla Footwear,Modern Home,https://www.jumia.com.eg//ar/generic-fute-mega-relax-perla-30761791.html,0.0,172.14,0%,5200.0
1435,USB3.0 Type-c usb flash Drive USB3.0 thumb drive,USB    Type c usb flash Drive USB    thumb drive,https://www.jumia.com.eg//ar/generic-portable-3-in-1-64gb-usb-3.0-flash-drive-type-cmicro-usb-memory-stick-23717945.html,0.0,423.31,29%,1518.0
1436,Art House ترابيزه اكس ماكس ذهبي تصميم ارت هاوس للاثاث 80سم,Art House,https://www.jumia.com.eg//ar/art-house-x-max-coffee-table-gold-by-art-house-80cm-36515544.html,0.0,172.14,24%,12299.0
1437,Beige sofa bed,Modern Home,https://www.jumia.com.eg//ar/storage-sofa-bed-purple-big-mpg888631.html,0.0,172.14,10%,5000.0
1438,", , ,",Kitchen Roll Holder  Metal     X    X    Cm  Silver,https://www.jumia.com.eg//ar/generic-kitchen-roll-holder-metal-12-x-32-x-12-cm-silver-37356852.html,0.0,156.87,50%,564.48
